epsilon,system,class,d_prime,hit_rate,fa_rate,beta
0.2,Bagnet,airplane,-2.0307364922778284,0.0004995004995004995,0.10382179757804688,101.57712769475333
0.2,Bagnet,automobile,-1.7098000433281313,0.0004995004995004995,0.056938117986890344,64.38723737164334
0.2,Bagnet,bird,-2.273880314097113,0.0004995004995004995,0.1545939340073325,133.9728963143476
0.2,Bagnet,cat,-2.2352929560266177,0.0004995004995004995,0.14559493389623376,128.72166932929608
0.2,Bagnet,deer,-2.2464080260205868,0.0004995004995004995,0.1481502055327186,130.23269626539172
0.2,Bagnet,dog,-2.021442134967495,0.0004995004995004995,0.10215531607599156,100.39010453877331
0.2,Bagnet,frog,-2.254541292456296,0.0004995004995004995,0.1500388845683813,131.33931026918185
0.2,Bagnet,horse,-1.578110051632566,0.0004995004995004995,0.04338406843684035,51.83374548775176
0.2,Bagnet,ship,-1.9638876331938941,0.0004995004995004995,0.09226752583046328,93.16290860789928
0.2,Bagnet,truck,-2.0883773659901292,0.0004995004995004995,0.11459837795800466,109.0480675540552
0.3,Bagnet,airplane,-1.9022974859255395,0.0004995004995004995,0.08249083435173869,85.68928400104615
0.3,Bagnet,automobile,-1.6592201674633509,0.0004995004995004995,0.05138317964670592,59.36287860914596
0.3,Bagnet,bird,-2.2201021460908583,0.0004995004995004995,0.1421508721253194,126.6595734846098
0.3,Bagnet,cat,-2.148182365805216,0.0004995004995004995,0.12659704477280304,116.96933565437496
0.3,Bagnet,deer,-2.286871790702101,0.0004995004995004995,0.1577046994778358,135.74315245144115
0.3,Bagnet,dog,-1.831714861645164,0.0004995004995004995,0.07226974780579935,77.49644877190617
0.3,Bagnet,frog,-2.5977593672736736,0.0004995004995004995,0.24413954005110544,176.71711679990167
0.3,Bagnet,horse,-1.4824300993076651,0.0004995004995004995,0.035273858460171094,43.79822174334249
0.3,Bagnet,ship,-1.9413892712594618,0.0004995004995004995,0.08860126652594157,90.39988950203326
0.3,Bagnet,truck,-2.069221954542731,0.0004995004995004995,0.11093211865348294,106.54551394030723
0.0,Cornets,airplane,3.813833778932843,0.9295704295704296,0.009610043328519053,0.19082176050647978
0.0,Cornets,automobile,4.398228497607217,0.9545454545454546,0.0033885123875124984,0.10683531645818724
0.0,Cornets,bird,3.416489311977677,0.8786213786213786,0.012276413731807576,0.15797466352921669
0.0,Cornets,cat,2.979973752515158,0.7947052947052947,0.015498277969114543,0.13696498001421425
0.0,Cornets,deer,3.8029619205323475,0.9395604395604396,0.01216531496500389,0.2638148719461279
0.0,Cornets,dog,3.28726936178457,0.8776223776223776,0.016831463170758804,0.20610408975836095
0.0,Cornets,frog,3.9199899294860066,0.9355644355644356,0.008165759360071103,0.17721580632934483
0.0,Cornets,horse,4.022460432453978,0.9295704295704296,0.0053882901899788916,0.11456396640280975
0.0,Cornets,ship,4.303031276841262,0.9625374625374625,0.0058326852571936455,0.20297491483605734
0.0,Cornets,truck,4.1389380630668,0.9455544455544456,0.005610487723586268,0.1451670751082324
0.01,Cornets,airplane,0.683672817226615,0.2712287712287712,0.09804466170425508,0.5219779110483266
0.01,Cornets,automobile,1.6549819941541846,0.476023976023976,0.04316187090323297,0.23015428741278215
0.01,Cornets,bird,0.17930906815517256,0.16433566433566432,0.12381957560271081,0.8259476979637287
0.01,Cornets,cat,-0.8095275583242283,0.028471528471528472,0.13692923008554606,3.365137269879727
0.01,Cornets,deer,0.14717013150697333,0.11838161838161838,0.09171203199644484,0.8311468049608196
0.01,Cornets,dog,0.09820654301604947,0.15234765234765235,0.13037440284412843,0.8997637244400497
0.01,Cornets,frog,0.5943671538887441,0.16333666333666333,0.05760471058771248,0.46784734847777293
0.01,Cornets,horse,0.8226332373951286,0.22527472527472528,0.0573825130541051,0.38326104438197456
0.01,Cornets,ship,1.2525398920178117,0.3891108891108891,0.06249305632707477,0.3207190374474709
0.01,Cornets,truck,1.2815003839981163,0.35714285714285715,0.049716698144650594,0.2751917768730913
0.05,Cornets,airplane,-2.151918966842056,0.0004995004995004995,0.12737473614042885,117.4689879928372
0.05,Cornets,automobile,-1.8095586567365674,0.0004995004995004995,0.06927008110209977,75.01279503448278
0.05,Cornets,bird,-2.297873965552496,0.0004995004995004995,0.16037106988112432,137.24250522244515
0.05,Cornets,cat,-2.3468357504952064,0.0004995004995004995,0.17259193422953006,143.9069144119652
0.05,Cornets,deer,-2.055601512817637,0.0004995004995004995,0.10837684701699811,104.77769927655375
0.05,Cornets,dog,-2.3010603639730256,0.0004995004995004995,0.16114876124875013,137.6767131859915
0.05,Cornets,frog,-1.8260395117713184,0.0004995004995004995,0.07149205643817354,76.85612323728718
0.05,Cornets,horse,-1.77445471220683,0.0004995004995004995,0.06471503166314854,71.16811278025578
0.05,Cornets,ship,-1.9469060289175615,0.0004995004995004995,0.08949005666037108,91.07398912374998
0.05,Cornets,truck,-1.9295277780949625,0.0004995004995004995,0.08671258749027885,88.95819830633481
0.1,Cornets,airplane,-2.092955145326554,0.0004995004995004995,0.11548716809243417,109.64882462641529
0.1,Cornets,automobile,-1.7779622079380848,0.0004995004995004995,0.06515942673036329,71.54719594185057
0.1,Cornets,bird,-2.3424787294176546,0.0004995004995004995,0.17148094656149318,143.31489387877593
0.1,Cornets,cat,-2.3464008552656175,0.0004995004995004995,0.17248083546272636,143.84783497273506
0.1,Cornets,deer,-2.077984140100089,0.0004995004995004995,0.11259860015553827,107.68794318843469
0.1,Cornets,dog,-2.265908210200299,0.0004995004995004995,0.1527052549716698,132.88693892214866
0.1,Cornets,frog,-1.9413892712594618,0.0004995004995004995,0.08860126652594157,90.39988950203326
0.1,Cornets,horse,-1.7000064472260143,0.0004995004995004995,0.05582713031885346,63.394919625159254
0.1,Cornets,ship,-1.9584952715470987,0.0004995004995004995,0.09137873569603377,92.49734055092748
0.1,Cornets,truck,-1.9238790307166456,0.0004995004995004995,0.08582379735584934,88.27536667795039
0.2,Cornets,airplane,-1.9081156725559736,0.0004995004995004995,0.0833796244861682,86.38287621173004
0.2,Cornets,automobile,-1.5959432737708044,0.0004995004995004995,0.04505054993889568,53.4328274931649
0.2,Cornets,bird,-2.417124822769978,0.0004995004995004995,0.19114542828574602,153.3997584524148
0.2,Cornets,cat,-2.3743075479726725,0.0004995004995004995,0.1797022553049661,147.63188699542687
0.2,Cornets,deer,-2.17556972556323,0.0004995004995004995,0.1323741806465948,120.6423369691934
0.2,Cornets,dog,-2.019570058143472,0.0004995004995004995,0.10182201977558049,100.15165021599051
0.2,Cornets,frog,-2.2757467291737674,0.0004995004995004995,0.15503832907454726,134.22718575678172
0.2,Cornets,horse,-1.4107811771709238,0.0004995004995004995,0.030052216420397734,38.37699191553145
0.2,Cornets,ship,-2.0866541865779857,0.0004995004995004995,0.1142650816575936,108.8221919229356
0.2,Cornets,truck,-1.8770294384137187,0.0004995004995004995,0.0787134762804133,82.70860042922115
0.3,Cornets,airplane,-1.7566309166542298,0.0004995004995004995,0.06249305632707477,69.25939823367533
0.3,Cornets,automobile,-1.2265753147645024,0.0004995004995004995,0.01949783357404733,26.687098947205826
0.3,Cornets,bird,-2.3433515723895324,0.0004995004995004995,0.17170314409510054,143.4335161757375
0.3,Cornets,cat,-2.3869494225133083,0.0004995004995004995,0.18303521830907676,149.3404053164639
0.3,Cornets,deer,-2.2240459288740393,0.0004995004995004995,0.14303966225974893,127.19455176822393
0.3,Cornets,dog,-1.641033106216617,0.0004995004995004995,0.04949450061104322,57.617706255134756
0.3,Cornets,frog,-2.69112385718553,0.0004995004995004995,0.2743584046217087,187.70994109063207
0.3,Cornets,horse,-1.0459152748405995,0.0004995004995004995,0.012387512498611265,18.082360274997885
0.3,Cornets,ship,-2.183830112285859,0.0004995004995004995,0.13415176091545383,121.75471124956037
0.3,Cornets,truck,-1.7475332146007116,0.0004995004995004995,0.061382068659037885,68.29659973168293
0.0,Human,airplane,3.0811322639025267,0.6707317073170732,0.004155124653739612,0.03387665021776222
0.0,Human,automobile,2.215354899600443,0.45121951219512196,0.009695290858725761,0.06551614103408271
0.0,Human,bird,1.9661887407242404,0.573170731707317,0.037396121883656507,0.20798677624218748
0.0,Human,cat,3.1508823169517868,0.9285714285714286,0.045931758530183726,0.7066283380478309
0.0,Human,deer,2.923774582125283,0.8658536585365854,0.03462603878116344,0.35430327659075583
0.0,Human,dog,2.9599796580115676,0.8278688524590164,0.021994134897360705,0.2057159692210819
0.0,Human,frog,1.5372280270625378,0.45121951219512196,0.04847645429362881,0.2541146559592662
0.0,Human,horse,3.097292840909505,0.8414634146341463,0.018005540166204988,0.18308600445722376
0.0,Human,ship,3.0384774100817182,0.8414634146341463,0.02077562326869806,0.20675834897226333
0.0,Human,truck,3.3740980055571805,0.9634146341463414,0.05678670360110803,1.423786159638253
0.05,Human,airplane,3.15370145742018,0.7926829268292683,0.009695290858725761,0.09069664430097293
0.05,Human,automobile,2.9422542080619714,0.8170731707317073,0.02077562326869806,0.1886530782387618
0.05,Human,bird,2.1906951264807994,0.6707317073170732,0.04016620498614958,0.2389672524638741
0.05,Human,cat,1.422643880433495,0.4268292682926829,0.054016620498614956,0.27960764226897034
0.05,Human,deer,2.718712907608107,0.7682926829268293,0.023545706371191136,0.18227434278292975
0.05,Human,dog,0.7734866727185121,0.4024390243902439,0.15373961218836565,0.6124902938802071
0.05,Human,frog,2.399944270078499,0.47560975609756095,0.006925207756232687,0.048476127101471526
0.05,Human,horse,2.605848997237167,0.6707317073170732,0.015235457063711912,0.10607489733191908
0.05,Human,ship,3.746200618055456,0.8658536585365854,0.004155124653739612,0.05670149736182919
0.05,Human,truck,3.6861657296215435,0.9634146341463414,0.029085872576177285,0.8276468034995872
0.1,Human,airplane,1.0812097808230265,0.18292682926829268,0.023545706371191136,0.20967218506057692
0.1,Human,automobile,2.671167294038341,0.7682926829268293,0.02631578947368421,0.20009322150442801
0.1,Human,bird,1.4959969844678505,0.32926829268292684,0.02631578947368421,0.16861517904016604
0.1,Human,cat,1.3288852443024655,0.4268292682926829,0.06509695290858726,0.3236527432034452
0.1,Human,deer,2.222439301557146,0.573170731707317,0.02077562326869806,0.12749426712939743
0.1,Human,dog,1.4631653156179394,0.5487804878048781,0.09002770083102493,0.4102164501979125
0.1,Human,frog,1.6343308875509948,0.6219512195121951,0.09279778393351801,0.43697462709708257
0.1,Human,horse,2.905386292939543,0.9146341463414634,0.062326869806094184,0.7860990185131201
0.1,Human,ship,2.836581451352569,0.6463414634146342,0.006925207756232687,0.05191906205548208
0.1,Human,truck,2.8607117874993366,0.8902439024390244,0.05124653739612189,0.5602462236289313
0.2,Human,airplane,1.5275652217991842,0.3048780487804878,0.02077562326869806,0.14278288299955866
0.2,Human,automobile,2.7210390451869433,0.8170731707317073,0.03462603878116344,0.2889562479537399
0.2,Human,bird,1.4973296322562324,0.47560975609756095,0.05955678670360111,0.29742363693105056
0.2,Human,cat,1.5950028526328328,0.45121951219512196,0.04293628808864266,0.2304932166948492
0.2,Human,deer,1.9020361336163782,0.573170731707317,0.04293628808864266,0.23269294514802524
0.2,Human,dog,1.9704182963335959,0.6219512195121951,0.04847645429362881,0.26467737792405394
0.2,Human,frog,2.753697224783763,0.7926829268292683,0.02631578947368421,0.2133006896297258
0.2,Human,horse,2.6602994165706555,0.8414634146341463,0.04847645429362881,0.41603242455871553
0.2,Human,ship,2.474523896234444,0.6219512195121951,0.015235457063711912,0.10096071370649408
0.2,Human,truck,2.698888676395785,0.8902439024390244,0.07063711911357341,0.7201947261481353
0.3,Human,airplane,2.092345729011753,0.6219512195121951,0.037396121883656507,0.2145842121407453
0.3,Human,automobile,2.549824947477455,0.7439024390243902,0.029085872576177285,0.20605988952835275
0.3,Human,bird,1.9612975979391067,0.6951219512195121,0.07340720221606649,0.397621237198382
0.3,Human,cat,1.2460575895576995,0.32926829268292684,0.045706371191135735,0.2652703912279805
0.3,Human,deer,1.1209547124762662,0.23170731707317074,0.03185595567867036,0.23452482334193453
0.3,Human,dog,1.3282951113870856,0.45121951219512196,0.07340720221606649,0.3516891862168959
0.3,Human,frog,1.9434949515703197,0.6219512195121951,0.05124653739612189,0.27667314174134555
0.3,Human,horse,2.6333760718073793,0.8414634146341463,0.05124653739612189,0.4348879336486293
0.3,Human,ship,2.4269265290642252,0.573170731707317,0.012465373961218837,0.08230415588433147
0.3,Human,truck,2.887635132262613,0.8902439024390244,0.04847645429362881,0.5359555341319902
0.0,Rhan-adv,average,3.4146492287892576,0.8828,0.01302222222222222,1.0
0.01,Rhan-adv,average,2.9010126043746274,0.8086,0.02126666666666667,1.0
0.05,Rhan-adv,average,1.2287671621078693,0.3945,0.06727777777777777,1.0
0.1,Rhan-adv,average,-0.1798210669900593,0.0742,0.10286666666666666,1.0
0.2,Rhan-adv,average,-1.6563472228146163,0.002,0.11088888888888888,1.0
0.3,Rhan-adv,average,-3.0442504450754746,1e-05,0.1111111111111111,1.0
