epsilon,system,class,d_prime,hit_rate,fa_rate,beta
0.05,Vit,airplane,-0.1242611308670667,0.1003996003996004,0.12404177313631819,1.1632805897921974
0.05,Vit,automobile,1.009315953986217,0.22627372627372627,0.039162315298300186,0.2815255486328061
0.05,Vit,bird,-0.4686023065134357,0.09940059940059941,0.20714365070547716,1.6361533175498693
0.05,Vit,cat,-0.7522728979620223,0.027472527472527472,0.12159760026663705,3.1927671497523087
0.05,Vit,deer,0.15327112771110096,0.11338661338661339,0.08660148872347517,0.8211850627836088
0.05,Vit,dog,-0.6558600301994384,0.041458541458541456,0.1404843906232641,2.514788740226679
0.05,Vit,frog,0.3584957324740228,0.11038961038961038,0.05671592045328297,0.6045790615409569
0.05,Vit,horse,0.32065795471846115,0.1063936063936064,0.058604599488945676,0.6370350223336093
0.05,Vit,ship,-1.2455820916650036,0.00949050949050949,0.13559604488390178,8.552965508714317
0.05,Vit,truck,-0.27207490777025756,0.025474525474525476,0.04649483390734363,1.6389454039494127
0.1,Vit,airplane,-0.5255815462169702,0.04945054945054945,0.13037440284412843,2.073419336301077
0.1,Vit,automobile,0.5761662433384409,0.12837162837162838,0.04360626597044773,0.4406842057637452
0.1,Vit,bird,-1.1268007785035112,0.027472527472527472,0.21403177424730585,4.608214740948361
0.1,Vit,cat,-1.7090725986201205,0.0024975024975024975,0.13604043995111653,28.148953039191554
0.1,Vit,deer,-0.6993551389685231,0.02047952047952048,0.08937895789356738,3.27034083121643
0.1,Vit,dog,-1.7824560065932165,0.0024975024975024975,0.1527052549716698,30.429525108356778
0.1,Vit,frog,-0.40836329208050204,0.026473526473526472,0.06338184646150427,2.0277902076353467
0.1,Vit,horse,-0.3424650400594975,0.030469530469530468,0.06282635262748583,1.7916139779241562
0.1,Vit,ship,-2.2036549856897087,0.0004995004995004995,0.1384846128207977,124.43178318001556
0.1,Vit,truck,-0.6829544715687186,0.00949050949050949,0.048161315409398955,3.931149623212799
0.2,Vit,airplane,-0.8786441911818639,0.01948051948051948,0.11782024219531163,4.170514291909762
0.2,Vit,automobile,0.07489265067074302,0.047452547452547456,0.04049550049994445,0.8799584551786009
0.2,Vit,bird,-1.567200470001676,0.008491508491508492,0.20614376180424399,12.341489539839491
0.2,Vit,cat,-0.8190083325417585,0.047452547452547456,0.19736695922675257,2.807840436994795
0.2,Vit,deer,-1.4474809934344488,0.0024975024975024975,0.08693478502388624,20.40935620280546
0.2,Vit,dog,-1.937952125117797,0.0014985014985014985,0.15148316853682925,48.139362765633095
0.2,Vit,frog,-1.0043381316808013,0.005494505494505495,0.061937562493056326,7.765824294176102
0.2,Vit,horse,-0.7014949991331374,0.011488511488511488,0.05793800688812354,3.853659717121254
0.2,Vit,ship,-2.1797093957672593,0.0004995004995004995,0.13326297078102434,121.19955783524259
