epsilon,system,class,class_idx,d_prime,beta,hit_rate,fa_rate,hits,misses,false_alarms,correct_rejections
0.0,ViT,bird,2,4.926072338695401,0.041869284172718624,0.9655344655344655,0.0009443395178313521,966.0,34.0,8.0,8992.0
0.0,ViT,cat,3,4.203669880082619,0.1855810479199153,0.9555444555444556,0.006165981557604711,956.0,44.0,55.0,8945.0
0.0,ViT,deer,4,4.8610511313684786,0.1386888749566738,0.9785214785214785,0.002277524719475614,979.0,21.0,20.0,8980.0
0.0,ViT,dog,5,4.372300584868844,0.13849620705811244,0.9585414585414586,0.004166203755138318,959.0,41.0,37.0,8963.0
0.0,ViT,frog,6,5.468093285703663,0.3519035967785109,0.9945054945054945,0.0017220308854571714,995.0,5.0,15.0,8985.0
0.0,ViT,horse,7,5.070952156560054,0.16814572470261516,0.9855144855144855,0.0019442284190645484,986.0,14.0,17.0,8983.0
0.0,ViT,ship,8,5.145285525708154,0.2567118735931756,0.9895104895104895,0.002277524719475614,990.0,10.0,20.0,8980.0
0.0,ViT,truck,9,4.933807908192958,0.04997941042495309,0.9685314685314685,0.0010554382846350405,969.0,31.0,9.0,8991.0
0.01,ViT,airplane,0,1.9686171699515334,0.34963747046872923,0.6738261738261738,0.06449283412954117,674.0,326.0,580.0,8420.0
0.01,ViT,automobile,1,2.6382614908092332,0.16117600717253536,0.7347652347652348,0.02216420397733585,735.0,265.0,199.0,8801.0
0.01,ViT,bird,2,1.5121818069456894,0.3298016703088543,0.508991008991009,0.06815909343406289,509.0,491.0,613.0,8387.0
0.01,ViT,cat,3,0.8076711419726411,0.4455632935423219,0.27522477522477523,0.08004666148205755,275.0,725.0,720.0,8280.0
0.01,ViT,deer,4,1.577091270921862,0.2571136626258234,0.471028971028971,0.04949450061104322,471.0,529.0,445.0,8555.0
0.01,ViT,dog,5,1.3343567624984518,0.3603151432332401,0.461038961038961,0.07604710587712477,461.0,539.0,684.0,8316.0
0.01,ViT,frog,6,1.9170289574378576,0.20253440701848768,0.5499500499500499,0.03660704366181535,550.0,450.0,329.0,8671.0
0.01,ViT,horse,7,2.1513152534583493,0.18530824812960744,0.6148851148851149,0.03149650038884568,615.0,385.0,283.0,8717.0
0.01,ViT,ship,8,2.022725428714201,0.2568966426948057,0.6328671328671329,0.04616153760693256,633.0,367.0,415.0,8585.0
0.01,ViT,truck,9,2.2205564912929447,0.14484374938158115,0.5949050949050949,0.02383068547939118,595.0,405.0,214.0,8786.0
0.05,ViT,airplane,0,-0.1242611308670667,1.1632805897921974,0.1003996003996004,0.12404177313631819,100.0,900.0,1116.0,7884.0
0.05,ViT,automobile,1,1.009315953986217,0.2815255486328061,0.22627372627372627,0.039162315298300186,226.0,774.0,352.0,8648.0
0.05,ViT,bird,2,-0.4686023065134357,1.6361533175498693,0.09940059940059941,0.20714365070547716,99.0,901.0,1864.0,7136.0
0.05,ViT,cat,3,-0.7522728979620223,3.1927671497523087,0.027472527472527472,0.12159760026663705,27.0,973.0,1094.0,7906.0
0.05,ViT,deer,4,0.15327112771110096,0.8211850627836088,0.11338661338661339,0.08660148872347517,113.0,887.0,779.0,8221.0
0.05,ViT,dog,5,-0.6558600301994384,2.514788740226679,0.041458541458541456,0.1404843906232641,41.0,959.0,1264.0,7736.0
0.05,ViT,frog,6,0.3584957324740228,0.6045790615409569,0.11038961038961038,0.05671592045328297,110.0,890.0,510.0,8490.0
0.05,ViT,horse,7,0.32065795471846115,0.6370350223336093,0.1063936063936064,0.058604599488945676,106.0,894.0,527.0,8473.0
0.05,ViT,ship,8,-1.2455820916650036,8.552965508714317,0.00949050949050949,0.13559604488390178,9.0,991.0,1220.0,7780.0
0.05,ViT,truck,9,-0.27207490777025756,1.6389454039494127,0.025474525474525476,0.04649483390734363,25.0,975.0,418.0,8582.0
0.1,ViT,airplane,0,-0.5255815462169702,2.073419336301077,0.04945054945054945,0.13037440284412843,49.0,951.0,1173.0,7827.0
0.1,ViT,automobile,1,0.5761662433384409,0.4406842057637452,0.12837162837162838,0.04360626597044773,128.0,872.0,392.0,8608.0
0.1,ViT,bird,2,-1.1268007785035112,4.608214740948361,0.027472527472527472,0.21403177424730585,27.0,973.0,1926.0,7074.0
0.1,ViT,cat,3,-1.7090725986201205,28.148953039191554,0.0024975024975024975,0.13604043995111653,2.0,998.0,1224.0,7776.0
0.1,ViT,deer,4,-0.6993551389685231,3.27034083121643,0.02047952047952048,0.08937895789356738,20.0,980.0,804.0,8196.0
0.1,ViT,dog,5,-1.7824560065932165,30.429525108356778,0.0024975024975024975,0.1527052549716698,2.0,998.0,1374.0,7626.0
0.1,ViT,frog,6,-0.40836329208050204,2.0277902076353467,0.026473526473526472,0.06338184646150427,26.0,974.0,570.0,8430.0
0.1,ViT,horse,7,-0.3424650400594975,1.7916139779241562,0.030469530469530468,0.06282635262748583,30.0,970.0,565.0,8435.0
0.1,ViT,ship,8,-2.2036549856897087,124.43178318001556,0.0004995004995004995,0.1384846128207977,0.0,1000.0,1246.0,7754.0
0.1,ViT,truck,9,-0.6829544715687186,3.931149623212799,0.00949050949050949,0.048161315409398955,9.0,991.0,433.0,8567.0
0.2,ViT,airplane,0,-0.8786441911818639,4.170514291909762,0.01948051948051948,0.11782024219531163,19.0,981.0,1060.0,7940.0
0.2,ViT,automobile,1,0.07489265067074302,0.8799584551786009,0.047452547452547456,0.04049550049994445,47.0,953.0,364.0,8636.0
0.2,ViT,bird,2,-1.567200470001676,12.341489539839491,0.008491508491508492,0.20614376180424399,8.0,992.0,1855.0,7145.0
0.2,ViT,cat,3,-0.8190083325417585,2.807840436994795,0.047452547452547456,0.19736695922675257,47.0,953.0,1776.0,7224.0
0.2,ViT,deer,4,-1.4474809934344488,20.40935620280546,0.0024975024975024975,0.08693478502388624,2.0,998.0,782.0,8218.0
0.2,ViT,dog,5,-1.937952125117797,48.139362765633095,0.0014985014985014985,0.15148316853682925,1.0,999.0,1363.0,7637.0
0.2,ViT,frog,6,-1.0043381316808013,7.765824294176102,0.005494505494505495,0.061937562493056326,5.0,995.0,557.0,8443.0
0.2,ViT,horse,7,-0.7014949991331374,3.853659717121254,0.011488511488511488,0.05793800688812354,11.0,989.0,521.0,8479.0
0.2,ViT,ship,8,-2.1797093957672593,121.19955783524259,0.0004995004995004995,0.13326297078102434,0.0,1000.0,1199.0,7801.0
0.2,ViT,truck,9,-1.0836908425486789,11.647746924332894,0.0024975024975024975,0.04238417953560716,2.0,998.0,381.0,8619.0
0.3,ViT,airplane,0,-1.3782086294578506,12.872860810072124,0.005494505494505495,0.1220419953338518,5.0,995.0,1098.0,7902.0
0.3,ViT,automobile,1,-0.0679009719589938,1.1309069097818867,0.032467532467532464,0.03771803132985224,32.0,968.0,339.0,8661.0
0.3,ViT,bird,2,-1.694661680186365,16.01959598565396,0.006493506493506494,0.21492056438173537,6.0,994.0,1934.0,7066.0
0.3,ViT,cat,3,-2.245927445548616,130.16733147539082,0.0004995004995004995,0.1480391067659149,0.0,1000.0,1332.0,7668.0
0.3,ViT,deer,4,-1.6517953496731077,34.41144612996937,0.0014985014985014985,0.0940451060993223,1.0,999.0,846.0,8154.0
0.3,ViT,dog,5,-1.8365194517053705,32.116230939715216,0.0024975024975024975,0.16581490945450506,2.0,998.0,1492.0,7508.0
0.3,ViT,frog,6,-1.1178293600124805,9.188223020377938,0.005494505494505495,0.07704699477835796,5.0,995.0,693.0,8307.0
0.3,ViT,horse,7,-0.9012687039447473,5.967993064479054,0.007492507492507493,0.06282635262748583,7.0,993.0,565.0,8435.0
0.3,ViT,ship,8,-2.1965878283564875,123.47634339479825,0.0004995004995004995,0.13692923008554606,0.0,1000.0,1232.0,7768.0
0.3,ViT,truck,9,-1.6029280197599935,54.067815966562954,0.0004995004995004995,0.04571714253971781,0.0,1000.0,411.0,8589.0
0.0,EfficientNet,airplane,0,4.71081721156437,0.11911186466791056,0.9715284715284715,0.002499722253082991,972.0,28.0,22.0,8978.0
0.0,EfficientNet,automobile,1,4.8224241472501115,0.10078188432209734,0.9735264735264735,0.0019442284190645484,974.0,26.0,17.0,8983.0
0.0,EfficientNet,bird,2,4.492388506460142,0.13836886552045716,0.9645354645354646,0.0036107099211198754,965.0,35.0,32.0,8968.0
0.0,EfficientNet,cat,3,3.8967027753366494,0.13609767568434258,0.9245754245754245,0.00694367292523053,925.0,75.0,62.0,8938.0
0.0,EfficientNet,deer,4,4.4993192647544324,0.1034234285090225,0.9595404595404595,0.0029441173202977445,960.0,40.0,26.0,8974.0
0.0,EfficientNet,dog,5,4.093831802721139,0.1313603696486667,0.9395604395604396,0.005499388956782579,940.0,60.0,49.0,8951.0
0.0,EfficientNet,frog,6,5.190494952187649,0.7626616799226166,0.9945054945054945,0.00405510498833463,995.0,5.0,36.0,8964.0
0.0,EfficientNet,horse,7,4.929662346025859,0.11389017235300952,0.9785214785214785,0.0018331296522608599,979.0,21.0,16.0,8984.0
0.0,EfficientNet,ship,8,5.004940588650653,0.23357609813167007,0.9865134865134865,0.0026108210198866793,987.0,13.0,23.0,8977.0
0.0,EfficientNet,truck,9,4.779931435845978,0.29207568616273677,0.9835164835164835,0.00405510498833463,984.0,16.0,36.0,8964.0
0.01,EfficientNet,airplane,0,-1.8905179702192956,84.29330287951366,0.0004995004995004995,0.08071325408287967,0.0,1000.0,726.0,8274.0
0.01,EfficientNet,automobile,1,-0.8931206842166053,5.893788732020299,0.007492507492507493,0.06182646372625264,7.0,993.0,556.0,8444.0
0.01,EfficientNet,bird,2,-1.1227413578625232,6.379734221837989,0.013486513486513486,0.13804021775358294,13.0,987.0,1242.0,7758.0
0.01,EfficientNet,cat,3,-1.3239798164563088,6.070509708284903,0.02147852147852148,0.24191756471503167,21.0,979.0,2177.0,6823.0
0.01,EfficientNet,deer,4,-1.9578184974662785,92.41395446767577,0.0004995004995004995,0.09126763692923008,0.0,1000.0,821.0,8179.0
0.01,EfficientNet,dog,5,-1.008159506277404,6.403547672712529,0.00949050949050949,0.09048994556160427,9.0,991.0,814.0,8186.0
0.01,EfficientNet,frog,6,-1.5566886847175025,19.826615044684704,0.0034965034965034965,0.12704143984001778,3.0,997.0,1143.0,7857.0
0.01,EfficientNet,horse,7,-1.0213780727387305,10.44125713971155,0.0024975024975024975,0.037051438729030106,2.0,998.0,333.0,8667.0
0.01,EfficientNet,ship,8,-0.42154441664982656,1.96970776507625,0.034465534465534464,0.08115764915009444,34.0,966.0,730.0,8270.0
0.01,EfficientNet,truck,9,-1.1231075388757554,6.0037603647293505,0.015484515484515484,0.15048327963559605,15.0,985.0,1354.0,7646.0
0.05,EfficientNet,airplane,0,-1.4172633450730212,38.84672407767469,0.0004995004995004995,0.03049661148761249,0.0,1000.0,274.0,8726.0
0.05,EfficientNet,automobile,1,-1.4575912739573664,41.861508473617754,0.0004995004995004995,0.03338517942450839,0.0,1000.0,300.0,8700.0
0.05,EfficientNet,bird,2,-2.0393140860156147,102.67718927032276,0.0004995004995004995,0.10537718031329853,0.0,1000.0,948.0,8052.0
0.05,EfficientNet,cat,3,-3.214987881507887,224.0421166926374,0.0004995004995004995,0.46978113542939676,0.0,1000.0,4228.0,4772.0
0.05,EfficientNet,deer,4,-1.7682713180949206,70.5025963776642,0.0004995004995004995,0.06393734029552273,0.0,1000.0,575.0,8425.0
0.05,EfficientNet,dog,5,-1.579315964966298,51.94087396557959,0.0004995004995004995,0.04349516720364404,0.0,1000.0,391.0,8609.0
0.05,EfficientNet,frog,6,-2.336348477130203,142.48147299398312,0.0004995004995004995,0.16992556382624152,0.0,1000.0,1529.0,7471.0
0.05,EfficientNet,horse,7,-1.101195855651341,20.44028872637945,0.0004995004995004995,0.01427619153427397,0.0,1000.0,128.0,8872.0
0.05,EfficientNet,ship,8,-1.7539149482497056,68.97115584080808,0.0004995004995004995,0.06215976002666371,0.0,1000.0,559.0,8441.0
0.05,EfficientNet,truck,9,-2.1093429615814845,111.80750267252611,0.0004995004995004995,0.11870903232974114,0.0,1000.0,1068.0,7932.0
0.1,EfficientNet,airplane,0,-0.661449128166697,7.084749792039765,0.0004995004995004995,0.004277302521942006,0.0,1000.0,38.0,8962.0
0.1,EfficientNet,automobile,1,-0.8475154793659478,11.357398830197063,0.0004995004995004995,0.007276969225641595,0.0,1000.0,65.0,8935.0
0.1,EfficientNet,bird,2,-1.9124487898181677,86.90116547674214,0.0004995004995004995,0.08404621708699034,0.0,1000.0,756.0,8244.0
0.1,EfficientNet,cat,3,-4.05020187359014,168.40449750961082,0.0004995004995004995,0.7761915342739696,0.0,1000.0,6986.0,2014.0
0.1,EfficientNet,deer,4,-1.3771234346482364,36.003430773385425,0.0004995004995004995,0.027830241084323963,0.0,1000.0,250.0,8750.0
0.1,EfficientNet,dog,5,-0.8130411474109716,10.433734893129236,0.0004995004995004995,0.006610376624819465,0.0,1000.0,59.0,8941.0
0.1,EfficientNet,frog,6,-2.162508348539633,118.88759051312535,0.0004995004995004995,0.12959671147650262,0.0,1000.0,1166.0,7834.0
0.1,EfficientNet,horse,7,-0.4691255736949178,4.1944522238906865,0.0004995004995004995,0.0023886234862793023,0.0,1000.0,21.0,8979.0
0.1,EfficientNet,ship,8,-1.4236677323066202,39.31484362023069,0.0004995004995004995,0.03094100655482724,0.0,1000.0,278.0,8722.0
0.1,EfficientNet,truck,9,-1.5671430461557614,50.86617121373983,0.0004995004995004995,0.04238417953560716,0.0,1000.0,381.0,8619.0
0.2,EfficientNet,airplane,0,-0.7694003505707216,5.925236195339658,0.0034965034965034965,0.026941450949894457,3.0,997.0,242.0,8758.0
0.2,EfficientNet,automobile,1,-1.8389433812998308,78.31608973009465,0.0004995004995004995,0.07326963670703256,0.0,1000.0,659.0,8341.0
0.2,EfficientNet,bird,2,-0.08569282837364345,1.0932452086658209,0.13936063936063936,0.15926008221308743,139.0,861.0,1433.0,7567.0
0.2,EfficientNet,cat,3,-1.7195386866664606,1.9984958984061651,0.10339660339660339,0.6762026441506499,103.0,897.0,6086.0,2914.0
0.2,EfficientNet,deer,4,0.767217704917956,0.16225908328009006,0.023476523476523476,0.0029441173202977445,23.0,977.0,26.0,8974.0
0.2,EfficientNet,dog,5,0.5040196806518145,0.3943442967816669,0.05544455544455545,0.017942450838795688,55.0,945.0,161.0,8839.0
0.2,EfficientNet,frog,6,-1.7098000433281313,64.38723737164334,0.0004995004995004995,0.056938117986890344,0.0,1000.0,512.0,8488.0
0.2,EfficientNet,horse,7,0.0956036827375506,0.7850078573084015,0.006493506493506494,0.004943895122764138,6.0,994.0,44.0,8956.0
0.2,EfficientNet,ship,8,-1.2625457437920538,19.11134045059195,0.0014985014985014985,0.04405066103766248,1.0,999.0,396.0,8604.0
0.2,EfficientNet,truck,9,-1.0459152748405995,18.082360274997885,0.0004995004995004995,0.012387512498611265,0.0,1000.0,111.0,8889.0
0.3,EfficientNet,airplane,0,-0.1472114976958694,1.2576710125143833,0.05144855144855145,0.0689367848016887,51.0,949.0,620.0,8380.0
0.3,EfficientNet,automobile,1,-0.9480767024056793,5.058457134946845,0.014485514485514486,0.10826574825019443,14.0,986.0,974.0,8026.0
0.3,EfficientNet,bird,2,0.8608771510778528,0.6277582267170889,0.45604395604395603,0.16570381068770138,456.0,544.0,1491.0,7509.0
0.3,EfficientNet,cat,3,0.10486554422949068,0.950823468416157,0.3341658341658342,0.2969114542828575,334.0,666.0,2672.0,6328.0
0.3,EfficientNet,deer,4,0.9404822526111678,0.21319993860377692,0.12037962037962038,0.01727585823797356,120.0,880.0,155.0,8845.0
0.3,EfficientNet,dog,5,0.7776327522832231,0.5606044389905724,0.3611388611388611,0.12859682257526941,361.0,639.0,1157.0,7843.0
0.3,EfficientNet,frog,6,-1.0186267955855115,10.390038251016843,0.0024975024975024975,0.03682924119542273,2.0,998.0,331.0,8669.0
0.3,EfficientNet,horse,7,0.8403894015607105,0.25215528963816025,0.11138861138861139,0.019720031107654704,111.0,889.0,177.0,8823.0
0.3,EfficientNet,ship,8,0.14884909107590905,0.796050927618768,0.07242757242757243,0.05404955004999445,72.0,928.0,486.0,8514.0
0.3,EfficientNet,truck,9,0.47980629107764683,0.4730838103131593,0.09340659340659341,0.03594045106099322,93.0,907.0,323.0,8677.0
0.0,Human,airplane,0,3.0811322639025267,0.03387665021776222,0.6707317073170732,0.004155124653739612,27.0,13.0,1.0,359.0
0.0,Human,automobile,1,2.215354899600443,0.06551614103408271,0.45121951219512196,0.009695290858725761,18.0,22.0,3.0,357.0
0.0,Human,bird,2,1.9661887407242404,0.20798677624218748,0.573170731707317,0.037396121883656507,23.0,17.0,13.0,347.0
0.0,Human,cat,3,3.1508823169517868,0.7066283380478309,0.9285714285714286,0.045931758530183726,19.0,1.0,17.0,363.0
0.0,Human,deer,4,2.923774582125283,0.35430327659075583,0.8658536585365854,0.03462603878116344,35.0,5.0,12.0,348.0
0.0,Human,dog,5,2.9599796580115676,0.2057159692210819,0.8278688524590164,0.021994134897360705,50.0,10.0,7.0,333.0
0.0,Human,frog,6,1.5372280270625378,0.2541146559592662,0.45121951219512196,0.04847645429362881,18.0,22.0,17.0,343.0
0.0,Human,horse,7,3.097292840909505,0.18308600445722376,0.8414634146341463,0.018005540166204988,34.0,6.0,6.0,354.0
0.0,Human,ship,8,3.0384774100817182,0.20675834897226333,0.8414634146341463,0.02077562326869806,34.0,6.0,7.0,353.0
0.0,Human,truck,9,3.3740980055571805,1.423786159638253,0.9634146341463414,0.05678670360110803,39.0,1.0,20.0,340.0
0.05,Human,airplane,0,3.15370145742018,0.09069664430097293,0.7926829268292683,0.009695290858725761,32.0,8.0,3.0,357.0
0.05,Human,automobile,1,2.9422542080619714,0.1886530782387618,0.8170731707317073,0.02077562326869806,33.0,7.0,7.0,353.0
0.05,Human,bird,2,2.1906951264807994,0.2389672524638741,0.6707317073170732,0.04016620498614958,27.0,13.0,14.0,346.0
0.05,Human,cat,3,1.422643880433495,0.27960764226897034,0.4268292682926829,0.054016620498614956,17.0,23.0,19.0,341.0
0.05,Human,deer,4,2.718712907608107,0.18227434278292975,0.7682926829268293,0.023545706371191136,31.0,9.0,8.0,352.0
0.05,Human,dog,5,0.7734866727185121,0.6124902938802071,0.4024390243902439,0.15373961218836565,16.0,24.0,55.0,305.0
0.05,Human,frog,6,2.399944270078499,0.048476127101471526,0.47560975609756095,0.006925207756232687,19.0,21.0,2.0,358.0
0.05,Human,horse,7,2.605848997237167,0.10607489733191908,0.6707317073170732,0.015235457063711912,27.0,13.0,5.0,355.0
0.05,Human,ship,8,3.746200618055456,0.05670149736182919,0.8658536585365854,0.004155124653739612,35.0,5.0,1.0,359.0
0.05,Human,truck,9,3.6861657296215435,0.8276468034995872,0.9634146341463414,0.029085872576177285,39.0,1.0,10.0,350.0
0.1,Human,airplane,0,1.0812097808230265,0.20967218506057692,0.18292682926829268,0.023545706371191136,7.0,33.0,8.0,352.0
0.1,Human,automobile,1,2.671167294038341,0.20009322150442801,0.7682926829268293,0.02631578947368421,31.0,9.0,9.0,351.0
0.1,Human,bird,2,1.4959969844678505,0.16861517904016604,0.32926829268292684,0.02631578947368421,13.0,27.0,9.0,351.0
0.1,Human,cat,3,1.3288852443024655,0.3236527432034452,0.4268292682926829,0.06509695290858726,17.0,23.0,23.0,337.0
